ACCOUNT,PARENT,ALIAS:_DEFAULT,'STORE',AGGREGATION_(EPBCS)
OPF_Total Equipment Expense - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Cost Plus Revenue Assumptions,OPF_Required Revenue Assumptions,null,Store,null
OPF_Cost Plus Margin %,OPF_Revenue Drivers,null,Store,null
OPF_Cost Plus Margin %,OPF_Cost Plus Revenue Assumptions,null,Store,null
OPF_Cost Plus Margin %,OPF_Revenue Entered Drivers,null,Store,null
OPF_Equipment Billing Rate,OPF_Time and Material Assumptions,null,Store,null
OPF_Equipment Billing Rate,OPF_Revenue Entered Drivers,null,Store,null
OPF_Revenue Type,OPF_Direct Input Revenue Assumptions,null,Store,null
OPF_Revenue Type,OPF_Revenue Drivers,null,Store,null
OPF_Billable %,OPF_Contract Project Analysis,null,Store,null
OPF_Billable %,OPF_Revenue KPIs,null,Store,null
OPF_Labor Analysis,OPF_Expense Reporting,null,Store,null
OPF_Utilization,OPF_Labor Analysis,null,Store,null
OPF_Revenue Entered Drivers,OPF_Revenue Drivers on Forms,null,Store,null
OPF_Contract Revenue - Fixed Price,OPF_Contract Revenue,null,Store,null
OPF_Contract Revenue - Fixed Price,OPF_Financial Integration Accounts,null,Store,null
OPF_Other Revenues,OPF_Financial Integration Accounts,null,Store,null
OPF_Other Revenues,OPF_Total Benefits,null,Store,null
OPF_Other Revenues,OPF_Services,null,Store,null
OPF_Project Fixed Assets,OPF_Project Assets,null,Store,null
OPF_Sources of Cash,OPF_Project Cash Flow,null,Store,null
OPF_Capital Project Integration,OPF_Cross Module Integration,null,Store,null
OPF_Labor Expense - Billable - Store,OPF_Project Expense Drivers,null,Store,null
OPF_ACWP,OPF_EVM,null,Store,null
OPF_SPI,OPF_EVM,null,Store,null
OPF_Financial Review,OPF_Project Measures,null,Store,null
A_23700,A_23000,23700-Other Employer Taxes Payable,Store,+
A_24520,A_24000,24250-Contract Discount,Store,+
A_25210,A_25000,25210-Accrued Taxes,Store,+
A_26200,A_26000,26200-Lease Liability,Store,+
A_32000,A_30000,32000-Paid in Capital,Store,+
A_33300,A_30000,33300-Temporary Close Account,Store,+
A_42000,A_40000,42000-Revenue - International,Store,+
A_46000,A_40000,46000-Revenue - Services,Store,+
A_50400,A_50100,50400-Contractor Burden,Store,+
A_52110,A_50100,52110-Purchase Price Variance,Store,+
FX Rates - Average,Exchange Rates,<none>,Store,~
A_11000,A_10000,11000-Cash and Short Term Investment,Store,+
A_15310,A_15300,15310-Intangible Assets,Store,+
A_15920,A_15300,15920-Lease Clearing,Store,+
A_16120,A_16000,16120-Accum. Depr. Buildings and Improvements,Store,+
OFS_Marketing Events,OFS_Marketing Expense Accounts,null,Store,null
OFS_Marketing Events,OFS_Total Marketing Expense,null,Store,null
OFS_Repairs and Maintenance,OFS_Facilities Expenses Accounts,null,Store,null
OFS_Repairs and Maintenance,OFS_Total Facilities Expenses,null,Store,null
OFS_Repairs and Maintenance,OFS_Capex FinStmt Integration,null,Store,null
OFS_Repairs and Maintenance,OFS_Project Integration,null,Store,null
OFS_FOG Expense,OFS_Capex FinStmt Integration,null,Store,null
OFS_FOG Expense,OFS_Facilities Expenses Accounts,null,Store,null
OFS_FOG Expense,OFS_Total Facilities Expenses,null,Store,null
OFS_Other Outside Services,OFS_Total Outside Services,null,Store,null
OFS_Other Outside Services,OFS_Outside Services Accounts,null,Store,null
OFS_Other Outside Services,OFS_Project Integration,null,Store,null
OFS_Recruitment Fees,OFS_Professional Fees Accounts,null,Store,null
OFS_Recruitment Fees,OFS_Total Professional Fees,null,Store,null
OFS_Office Expense Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Interest (Income)/Expense,OFS_Capex FinStmt Integration,null,Store,null
OFS_Interest (Income)/Expense,OFS_Other Income and Expense Accounts,null,Store,null
OFS_Interest (Income)/Expense,OFS_Other (Income)/Expense,null,Store,null
OFS_Total Marketing Expense,OFS_Operating Expenses,null,Store,null
OFS_Total Other Expenses,OFS_Operating Expenses,null,Store,null
OFS_Other Cash,OFS_Asset Accounts,null,Store,null
OFS_Other Cash,OFS_Cash,null,Store,null
OFS_Other Cash,OFS_Assets,null,Store,null
OFS_Long Term Investments,OFS_Asset Accounts,null,Store,null
OFS_Long Term Investments,OFS_Non Current Assets,null,Store,null
OFS_Fixed Assets,OFS_Assets,null,Store,null
OFS_Fixed Assets,OFS_Net Fixed Assets,null,Store,null
OFS_Liabilities,OFS_Balance Sheet Other,null,Store,null
OFS_Short Term Borrowings,OFS_Liabilities,null,Store,null
OFS_Short Term Borrowings,OFS_Total Current Liabilities,null,Store,null
OFS_Other Long Term Liabilities,OFS_Total Non Current Liabilities,null,Store,null
OFS_Other Long Term Liabilities,OFS_Liability Accounts,null,Store,null
OFS_Total Receivables,OFS_Total Current Assets,null,Store,null
OFS_Total Outside Services,OFS_Total Other Expenses,null,Store,null
Total IT Spends,OFS_Operating Expenses,<none>,Store,+
OFS_Depreciation and Amortization,OFS_Adjustments to Net Income,null,Store,null
OFS_Depreciation and Amortization,OFS_Total Expenses,null,Store,null
External Indicators,OFS_Expense Planning,<none>,Store,~
OFS_Accumulated Depreciation and Amortization,OFS_Net Fixed Assets,null,Store,null
OFS_Total Accrued Liabilities,OFS_Total Current Liabilities,null,Store,null
OFS_Cash Ratio,OFS_Balance Sheet KPIs,null,Store,null
OWP_Employee Demographics,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Partial Payment Factor,OWP_Compensation Assumptions,null,Store,null
OWP_Regular Headcount,OWP_Total Regular Headcount,null,Store,null
OWP_Other Headcount,OWP_Total Headcount,null,Store,null
Meets Expectations,OWP_Merit Rates,<none>,Store,+
Needs Improvement,OWP_Merit Rates,<none>,Store,+
Fails to Meet Expectations,OWP_Merit Rates,<none>,Store,+
OFS_Predefined Cash Flow Accounts,OFS_Cash Planning,null,Store,null
OFS_Change in Prepaid Expenses,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Prepaid Expenses,OFS_Changes in Operating Assets and Liabilities,null,Store,null
OFS_Purchase or Sale of Fixed Assets,OFS_Capex FinStmt Integration,null,Store,null
OFS_Purchase or Sale of Fixed Assets,OFS_Indirect Method Accounts,null,Store,null
OFS_Purchase or Sale of Fixed Assets,OFS_Net Cash From Investing Activities,null,Store,null
OFS_Common Method Accounts,OFS_Predefined Cash Flow Accounts,null,Store,null
OFS_Issuance or Repurchase of Common Stock,OFS_Net Cash from Financing Activities,null,Store,null
OFS_Issuance or Repurchase of Common Stock,OFS_Common Method Accounts,null,Store,null
OFS_Net Cash from Financing Activities,OFS_Net Cash Flow,null,Store,null
IPM Accounts,OFS_Financials Accounts,<none>,Store,~
OFS_Capex FinStmt Integration,OFS_Cross Module Integration,null,Store,null
OWP_Total Compensation,OWP_Workforce Expenses,null,Store,null
OWP_Transferred Salary,OWP_Total Salary,null,Store,null
OWP_Transferred Salary,Total  Salary,null,Store,null
OWP_Earning3,OWP_Total Earnings,null,Store,null
OWP_Earning7,OWP_Total Earnings,null,Store,null
OWP_Benefit3,OWP_Total Benefits,null,Store,null
OWP_Benefit4,OWP_Total Benefits,null,Store,null
OWP_wCount,OWP_Workforce Planning - Accounts,null,Store,null
OCX_Finstatement Accounts for Assets,OCX_Finstatement Expenses,null,Store,null
OCX_Insurance,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Insurance,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_Insurance,OCX_Lease Asset Expenses,null,Store,null
OCX_Insurance,OCX_Capital Ownership Costs,null,Store,null
OCX_Insurance,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Insurance,OCX_Tangible Expenses,null,Store,null
OCX_Insurance,OCX_Capital Operating Expenses,null,Store,null
OCX_Insurance,OCX_Intangible Expenses,null,Store,null
OCX_Cash Outflow from Capital Additions,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Cash Outflow from Capital Additions,OCX_Finstatement Accounts for Intangible Assets,null,Store,null
OCX_Cash Outflow from Capital Additions,OCX_Capital Cash Flow Impact,null,Store,null
OCX_Proceeds from Sale of Intangibles,OCX_Finstatement Accounts for Intangible Assets,null,Store,null
OCX_Proceeds from Sale of Intangibles,OCX_Capital Cash Flow Impact,null,Store,null
OCX_Installation,OCX_Capital Work in Progress,null,Store,null
OCX_Installation,OCX_Asset Cost Assumptions,null,Store,null
OCX_Salvage,OCX_Required Tangible Cost Assumptions,null,Store,null
OCX_Salvage,OCX_Asset Cost Assumptions,null,Store,null
OCX_Salvage,OCX_Custom Intangible Drivers,null,Store,null
OCX_Salvage,OCX_Required Intangible Cost Drivers,null,Store,null
OCX_Calculated Cost Assumptions,OCX_Tangible Asset Cost Drivers,null,Store,null
OCX_Useful Life (in Years),OCX_Required Assumption On Forms,null,Store,null
OCX_Useful Life (in Years),OCX_Intangible Capital Global Assumptions,null,Store,null
OCX_Useful Life (in Years),OCX_Capital Assumptions,null,Store,null
OCX_Useful Life (in Years),OCX_Tangible Capital Global Assumptions,null,Store,null
OCX_Depreciation Method,OCX_Tangible Capital Global Assumptions,null,Store,null
OCX_Asset Name,OCX_General Asset Properties,null,Store,null
OCX_Premature End Date,OCX_Custom Date Assumptions,null,Store,null
OCX_Funding Allocator,OCX_Capital Assumptions,null,Store,null
OCX_Quantity Multiplier,OCX_Capital Assumptions,null,Store,null
OCX_Retirement Obligation,OCX_Retirement Cost Assumptions,null,Store,null
OCX_Impairment Date1,OCX_Impairment Assumptions,null,Store,null
OCX_Financial Statement Impact,OCX_Accounts - Capital Expense,null,Store,null
OCX_Balance Sheet Impact,OCX_Financial Statement Impact,null,Store,null
OCX_Fixed Assets Related Expenses,OCX_Expenses - Capital,null,Store,null
"OCX_Loss/(Gain) on Sale of Property, Plant, and Equipment",OCX_Net Loss/(Gain) on Sale of Assets,null,Store,null
OCX_Other Custom Assumptions,OCX_Capital Assumptions On Forms,null,Store,null
OCX_Intangible Expenses,OCX_Intangible Asset Planning,null,Store,null
OCX_Asset Age at start of lease (years),OCX_ Required Leased Assets General Assumptions,null,Store,null
OPF_Custom Direct Input Assumptions,OPF_Direct Input Expense Assumptions,null,Store,null
OPF_Capital Project Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Capitalized Expense,OPF_Capital Project Assumptions,null,Store,null
OPF_Other Expenses,OPF_Total Other Expenses,null,Store,null
OPF_Other Expenses,OPF_Other Expense Detail,null,Store,null
OPF_Other Expenses,OPF_Project Expense Drivers,null,Store,null
OPF_Other Expenses,OPF_Total Non Billable Expenses,null,Store,null
OPF_Other Expenses,OPF_Financial Integration Accounts,null,Store,null
OPF_Other Expenses,OPF_Total Benefits,null,Store,null
OPF_Direct Entry Detail,OPF_Expense Details Entered,null,Store,null
OCX_Lease Payment,OCX_Required Leased Asset Cost Assumptions,null,Store,null
OCX_Estimated Asset Value at End,OCX_Required Leased Asset Cost Assumptions,null,Store,null
OCX_LeaseRentFreePeriod,OCX_Leased Asset Optional Assumptions,null,Store,null
OCX_Total Fixed Assets Gross,OCX_KPIs,null,Store,null
OCX_Capital Operating Expenses,OCX_Per Unit Cost Detail,null,Store,null
Name,OPF_Required Properties,null,Store,null
OPF_Project Classification,OPF_Project Detail Information,null,Store,null
OPF_Project Classification,OPF_Required Properties,null,Store,null
OPF_End Date,OPF_Required Properties,null,Store,null
OPF_End Date,OPF_Project Detail Information,null,Store,null
OPF_End Date,OPF_Project Required Properties,null,Store,null
OPF_Additional Properties,OPF_Standard Project Properties,null,Store,null
OPF_Capital Project Properties,OPF_Project Properties,null,Store,null
OPF_Capitalizable,OPF_Project Required Properties,null,Store,null
OPF_Capitalizable,OPF_Capital Project Properties,null,Store,null
OPF_Capitalizable,OPF_Basic Expense Assumptions,null,Store,null
Effort,Weighted Score,<none>,Store,+
Benefit / Revenue,Weighted Score,<none>,Store,+
Technical Risk,Weighted Score,<none>,Store,+
Market Risk,Weighted Score,<none>,Store,+
Scenario 1,PA Scenarios,Conservative,Store,+
Tax Rate on Compensation,Workforce Accts - Custom,<none>,Store,+
Total  Salary,Total  Compensation,<none>,Store,+
Production Hours per Unit,Workforce Accts - Mfg Custom,<none>,Store,+
OFS_Car Rental %,OFS_Travel and Entertainment Expense Drivers,null,Store,null
OFS_Car Rental %,OFS_Predefined Travel and Entertainment Drivers,null,Store,null
OFS_Number of Events,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Number of Events,OFS_Marketing Expense Drivers,null,Store,null
OFS_Communications Rate,OFS_Facilities Expenses Drivers,null,Store,null
OFS_Communications Rate,OFS_Predefined Facilities Drivers,null,Store,null
OFS_Cost Per Square Foot,OFS_Predefined Facilities Drivers,null,Store,null
OFS_Cost Per Square Foot,OFS_Facilities Expenses Drivers,null,Store,null
OFS_Salaries,OFS_Compensation Accounts,null,Store,null
OFS_Salaries,OFS_Project Integration,null,Store,null
OFS_Salaries,OFS_Total Salary,null,Store,null
OFS_Overtime,OFS_Total Salary,null,Store,null
OFS_Overtime,OFS_Compensation Accounts,null,Store,null
OCX_No Account,Account,null,Store,null
TP-Date,System Members,null,Store,null
isRevenueLineUsed,System Members,null,Store,null
Spread_Flow,System Members,null,Store,null
Spread_454,System Members,null,Store,null
tempEquipCashflow,System Members,null,Store,null
OFS_Predefined Revenue Drivers,OFS_Revenue Drivers,null,Store,null
OFS_Revenue Drivers on Forms,OFS_Revenue Drivers,null,Store,null
Number of Users,IT Chargeback Drivers,<none>,Store,+
OFS_Overhead,OFS_Total Cost Of Sales,null,Store,null
OFS_Overhead,OFS_Cost of Sales Accounts,null,Store,null
OFS_Overhead,OFS_Project Integration,null,Store,null
OFS_Freight,OFS_Cost of Sales Accounts,null,Store,null
OFS_Freight,OFS_Project Integration,null,Store,null
OFS_Freight,OFS_Total Cost Of Sales,null,Store,null
Services Catalog,IT Chargebacks,<none>,Store,+
OFS_Expense Drivers,OFS_Expense Planning,null,Store,null
Server Maintenance Cost per Machine,IT Spends Expense Drivers,<none>,Store,+
OFS_Marketing Campaigns,OFS_Marketing Expense Accounts,null,Store,null
OFS_Marketing Campaigns,OFS_Total Marketing Expense,null,Store,null
OFS_Facilities Expenses Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Outside Services Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Depreciation and Amortization Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Other Income and Expense Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Calculated Assets,OFS_Balance Sheet Driver Related Accounts,null,Store,null
OFS_Rolling Accounts Calculated,OFS_Balance Sheet Accounts on Forms,null,Store,null
OFS_Short Term Investments,OFS_Assets,null,Store,null
OFS_Short Term Investments,OFS_Total Cash and Investments,null,Store,null
OFS_Short Term Investments,OFS_Asset Accounts,null,Store,null
OFS_Other Current Assets,OFS_Assets,null,Store,null
OFS_Other Current Assets,OFS_Total Current Assets,null,Store,null
OFS_Other Current Assets,OFS_Asset Accounts,null,Store,null
OFS_Total Preferred and Common Stock,OFS_Equity,null,Store,null
OFS_Total Preferred and Common Stock,OFS_Total Equity,null,Store,null
OFS_Additional Paid-In Capital - Preferred,OFS_Total Preferred and Common Stock,null,Store,null
OFS_Additional Paid-In Capital - Preferred,OFS_Equity Accounts,null,Store,null
OFS_Total Current Assets,OFS_Total Assets,null,Store,null
OFS_Cash,OFS_Total Cash and Investments,null,Store,null
OFS_Cash,OFS_Balance Sheet KPIs,null,Store,null
License Metric,Detail Planning,<none>,Store,+
Inflation Rate,External Indicators,<none>,Store,+
OFS_DSO,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_DSO,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Accrued Expense % of OpEx,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Accrued Expense % of OpEx,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_Short Term Investment - Calc to Balance,OFS_Total Assets,null,Store,null
OFS_Return on Assets,OFS_Balance Sheet KPIs,null,Store,null
OWP_Skill Set,OWP_Dynamic Properties,null,Store,null
OWP_Skill Set,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Gender,OWP_Employee Demographics,null,Store,null
OWP_Age Band,OWP_Employee Demographics,null,Store,null
OWP_Total Headcount,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Addt_Demand,OWP_Total Regular Headcount,null,Store,null
OWP_Temporary Headcount,OWP_Total Headcount,null,Store,null
OWP_Headcount Driver,OWP_Strategic Headcount Planning,null,Store,null
OWP_Headcount Driver Rate,OWP_Strategic Headcount Planning,null,Store,null
OFS_Debt To Equity,OFS_Balance Sheet KPIs,null,Store,null
OFS_Indirect Method Accounts,OFS_Predefined Cash Flow Accounts,null,Store,null
OFS_Change in Other Current Liabilities,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Other Current Liabilities,OFS_Changes in Operating Assets and Liabilities,null,Store,null
Revenue,IPM Accounts,<none>,Store,+
OFS_Financials Overview,OFS_Cross Module Integration,null,Store,null
OWP_Merit,OWP_Total Salary,null,Store,null
OWP_Benefit2,OWP_Total Benefits,null,Store,null
OWP_Total Taxes,OWP_Total Compensation,null,Store,null
OWP_Tax5,OWP_Total Taxes,null,Store,null
OWP_Tax8,OWP_Total Taxes,null,Store,null
OWP_Compensation Expenses,OWP_Workforce Expenses,null,Store,null
OWP_FYTD Total Salary (Prior),OWP_YTD Accounts,null,Store,null
OWP_Labor Standard Rate Assumptions,OWP_Workforce Project Integration Accounts,null,Store,null
OWP_Non Billable Hours,OWP_Total Labor Hours,null,Store,null
OWP_Utilization,OWP_Workforce Project Integration Accounts,null,Store,null
OCX_Unit of Measure,OCX_Capital Assumptions On Forms,null,Store,null
OCX_FOG Expense,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_FOG Expense,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_FOG Expense,OCX_Tangible Expenses,null,Store,null
OCX_FOG Expense,OCX_Capital Operating Expenses,null,Store,null
OCX_FOG Expense,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_FOG Expense,OCX_Lease Asset Expenses,null,Store,null
OCX_Other Operational Costs,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_Other Operational Costs,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Other Operational Costs,OCX_Capital Operating Expenses,null,Store,null
OCX_Other Operational Costs,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Rent Expense - Leased Assets,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Rent Expense - Leased Assets,OCX_Expenses - Capital,null,Store,null
OCX_Rent Expense - Leased Assets,OCX_Capital Ownership Costs,null,Store,null
OCX_Freight,OCX_Custom Tangible Cost Assumptions,null,Store,null
OCX_Freight,OCX_Asset Cost Assumptions,null,Store,null
OCX_Freight,OCX_Capital Work in Progress,null,Store,null
OCX_Tangible Asset Planning,OCX_Detailed Planning,null,Store,null
OCX_Custom Tangible Cost Assumptions,OCX_Tangible Asset Cost Drivers,null,Store,null
OCX_Asset ID,OCX_General Asset Properties,null,Store,null
OCX_Purchase Reason Code,OCX_Descriptive Properties,null,Store,null
OCX_Purchase Reason Code,OCX_Custom Justification and Descriptive Properties New,null,Store,null
OCX_Capacity UOM,OCX_Other Custom Assumptions,null,Store,null
OCX_Capacity UOM,OCX_Capacity Assumptions,null,Store,null
OCX_Asset Value,OCX_Asset Properties,null,Store,null
OCX_Cash Flow Incidence,OCX_Cash Flow and Funding Assumptions,null,Store,null
OCX_Retirement Costs,OCX_Retirement Cost Assumptions,null,Store,null
"OCX_Intangible Assets Finite, Net","OCX_Intangible Assets, Net",null,Store,null
OCX_Basic Details,OCX_Capital Assumptions On Forms,null,Store,null
OCX_Custom Intangible Drivers,OCX_Intangible Cost Drivers,null,Store,null
OCX_Payment Timing,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Lease Type,OCX_ Required Leased Assets General Assumptions,null,Store,null
OPF_Expense Assumptions,OPF_Project Expense Planning,null,Store,null
OPF_Expense Drivers on Forms,OPF_Expense Assumptions,null,Store,null
OPF_Required Equipment Assumptions,OPF_Equipment Assumptions,null,Store,null
OPF_Equipment Units,OPF_Capital Project Integration,null,Store,null
OPF_Equipment Units,OPF_Required Equipment Assumptions,null,Store,null
OPF_Equipment Units,OPF_Equipment Expense Detail,null,Store,null
OPF_Resource Name,OPF_Basic Line Item Field,null,Store,null
OPF_Resource Name,OPF_Required Other Expense Assumptions,null,Store,null
OPF_Project Expenses,OPF_Capital Project Assumptions,null,Store,null
OPF_Asset Details,OPF_Capital Project Assumptions,null,Store,null
Override Job Default Salary Rate,Workforce - Mass Hiring,<none>,Store,+
Temp Hourly Staffing,Hourly Staffing Details,<none>,Store,+
Temp Hourly Rate,Workforce Accts - Custom,<none>,Store,+
Total  Earnings,Total  Compensation,<none>,Store,+
Workforce Accts - Mfg Custom,Account,<none>,Store,+
Inventory,Workforce Accts - Mfg Custom,<none>,Store,+
Production Hours to Satisfy Demand,Workforce Accts - Mfg Custom,<none>,Store,+
OFS_Headcount,OFS_Predefined Compensation Drivers,null,Store,null
OFS_Headcount,IT Spends Expense Drivers,null,Store,null
OFS_Headcount,OFS_Expense KPIs,null,Store,null
OFS_Headcount,OFS_Facilities Expenses Drivers,null,Store,null
OFS_Headcount,OFS_Common Expense Drivers,null,Store,null
OFS_Headcount,OFS_Predefined Outside Services Drivers,null,Store,null
OFS_Headcount,OFS_Predefined Facilities Drivers,null,Store,null
OFS_Travel and Entertainment Expense Drivers,OFS_Expense Drivers for Forms,null,Store,null
OFS_Nights per Trip,OFS_Travel and Entertainment Expense Drivers,null,Store,null
OFS_Nights per Trip,OFS_Predefined Travel and Entertainment Drivers,null,Store,null
Fiscal TP-Index,System Members,null,Store,null
TP-EndDate,System Members,null,Store,null
Spread_445,System Members,null,Store,null
Calendar Index Of Fiscal Start Month,System Members,null,Store,null
OFS_Volume,OFS_Product Revenue Drivers,null,Store,null
OFS_Volume,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Predefined Cost of Sales Drivers,OFS_Revenue Drivers,null,Store,null
OFS_Material Unit Cost,OFS_Predefined Cost of Sales Drivers,null,Store,null
OFS_Material Unit Cost,OFS_Revenue Drivers on Forms,null,Store,null
Rate per Tb,IT Chargeback Drivers,<none>,Store,+
OFS_Gross Profit,OFS_Revenue Planning,null,Store,null
OFS_Gross Profit,OFS_Integration Reporting,null,Store,null
OFS_Total Revenue,OFS_Gross Profit,null,Store,null
OFS_Total Revenue,OFS_Financials Overview,null,Store,null
OFS_Total Revenue,OFS_Net Income,null,Store,null
OFS_Margin %,OFS_Revenue KPIs,null,Store,null
Client Machines,IT Spends Expense Drivers,<none>,Store,+
OFS_Audit Related Fees,OFS_Total Professional Fees,null,Store,null
OFS_Audit Related Fees,OFS_Professional Fees Accounts,null,Store,null
OFS_Other Office Supplies,OFS_Office Expense Accounts,null,Store,null
OFS_Other Office Supplies,OFS_Total Office Expense,null,Store,null
OFS_Dues and Subscriptions,OFS_Total Office Expense,null,Store,null
OFS_Dues and Subscriptions,OFS_Office Expense Accounts,null,Store,null
OFS_VAT,OFS_Tax Accounts,null,Store,null
OFS_VAT,OFS_Total Taxes,null,Store,null
OFS_Total Expenses,OFS_Expense Planning,null,Store,null
OFS_Total Expenses,OFS_Total Expense - All,null,Store,null
OFS_Total Expenses,OFS_Integration Reporting,null,Store,null
OFS_Total Expenses,OFS_Financials Overview,null,Store,null
OFS_Inventory,OFS_Calculated Assets,null,Store,null
OFS_Inventory,OFS_Total Current Assets,null,Store,null
OFS_Inventory,OFS_Asset Accounts,null,Store,null
OFS_Accounts Payable,OFS_Calculated Liabilities,null,Store,null
OFS_Accounts Payable,OFS_Liability Accounts,null,Store,null
OFS_Accounts Payable,OFS_Total Current Liabilities,null,Store,null
OFS_Accrued Expense,OFS_Total Accrued Liabilities,null,Store,null
OFS_Accrued Expense,OFS_Calculated Liabilities,null,Store,null
OFS_Accrued Expense,OFS_Liability Accounts,null,Store,null
OFS_Accumulated Depreciation,OFS_Fixed Asset Accounts,null,Store,null
OFS_Accumulated Depreciation,OFS_Rolling Accounts Calculated,null,Store,null
OFS_Accumulated Depreciation,OFS_Accumulated Depreciation and Amortization,null,Store,null
OFS_Accumulated Depreciation,OFS_Capex FinStmt Integration,null,Store,null
OFS_Non Current Assets,OFS_Assets,null,Store,null
OFS_Non Current Assets,OFS_Total Non Current Assets,null,Store,null
OFS_Buildings and Lease Improvements,OFS_Fixed Asset Accounts,null,Store,null
OFS_Buildings and Lease Improvements,OFS_Fixed Assets,null,Store,null
OFS_Buildings and Lease Improvements,OFS_Capex FinStmt Integration,null,Store,null
OFS_Intangible Assets - Indefinite,OFS_Asset Accounts,null,Store,null
OFS_Intangible Assets - Indefinite,OFS_Capex FinStmt Integration,null,Store,null
OFS_Intangible Assets - Indefinite,OFS_Fixed Assets,null,Store,null
OFS_Long Term Debt,OFS_Total Non Current Liabilities,null,Store,null
OFS_Long Term Debt,OFS_Liability Accounts,null,Store,null
OFS_Long Term Debt,OFS_Capex FinStmt Integration,null,Store,null
Server Maintenance,Total IT Spends,<none>,Store,+
Amount,Detail Planning,<none>,Store,+
OFS_Total Expense - All,OFS_Net Income,null,Store,null
EBITDA,OFS_Income Statement KPIs,<none>,Store,+
OFS_Predefined Balance Sheet Drivers,OFS_Balance Sheet Drivers,null,Store,null
OFS_Balance Sheet Drivers on Forms,OFS_Balance Sheet Drivers,null,Store,null
OFS_Goodwill,OFS_Capex FinStmt Integration,null,Store,null
OFS_Goodwill,OFS_Fixed Asset Accounts,null,Store,null
OFS_Capital Liability,OFS_Liability Accounts,null,Store,null
OFS_Capital Liability,OFS_Total Current Liabilities,null,Store,null
OFS_Capital Liability,OFS_Capex FinStmt Integration,null,Store,null
Workforce Demand Drivers,Workforce Accts - Custom,Demand Drivers,Store,+
Temp FTE,Temp Hourly Staffing,<none>,Store,+
Temp FTE,Total FTE Supply,<none>,Store,+
Service Hours Gap,Hourly Staffing Details,<none>,Store,+
A_64520,A_64000,64520-Communications Maintenance,Store,+
A_64550,A_64000,64550-Postage,Store,+
A_65410,A_65000,65410-Recruiting expenses,Store,+
A_68130,A_68000,68130-Depreciation Machinery and Equipment,Store,+
A_68250,A_68000,68250-Depreciation on ROU Vehicles,Store,+
A_77600,A_77001,77600-Discounts taken,Store,+
A_78110,A_77001,78110-Interest Income,Store,+
A_78300,A_77001,78300-I/C  interest Income,Store,+
A_78540,A_77001,78540-Loss on Retirement-Cost of Removal,Store,+
A_78560,A_77001,78560-Rounding Cross-Currency,Store,+
A_79999,A_79001,79999-Net Income,Store,+
Ratios,A_All_Corp_Acct_V1,<none>,Store,+
Profit Performance Ratios,Ratios,<none>,Store,+
Days in Payables,Activity Ratios,<none>,Store,+
Selling and Marketing Expense to Revenue,Custom Ratios,<none>,Store,+
Purchase Down Payment,Loan Assumptions,<none>,Store,+
ProdFactor,EPMO_Accounts,New Volumes,Store,+
Workforce Custom Accounts,Account,<none>,Store,~
Start Period,Workforce - Mass Hiring,<none>,Store,+
Changed Job,Workforce - Mass Hiring,<none>,Store,+
Total  Benefits,Total  Compensation,<none>,Store,+
OT Hours by Job per Day,Workforce Accts - Mfg Custom,<none>,Store,+
OFS_Car Allowance,OFS_Total Benefits and Taxes,null,Store,null
OFS_Car Allowance,OFS_Compensation Accounts,null,Store,null
System Members,Account,null,Store,null
Cal TP-Index,System Members,null,Store,null
PeriodsInQtr,System Members,null,Store,null
OFS_Revenue Drivers,OFS_Revenue Planning,null,Store,null
OFS_Return %,OFS_Product Revenue Drivers,null,Store,null
OFS_Return %,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Support %,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Support %,OFS_Predefined Revenue Drivers,null,Store,null
