ACCOUNT,PARENT,ALIAS:_DEFAULT,'STORE',AGGREGATION_(EPBCS)
OCX_Finstatement Accounts for Lease Assets,OCX_Finstatement Expenses,null,Store,null
OCX_Current Portion of Lease Obligation,OCX_Liabilities,null,Store,null
OCX_Current Portion of Lease Obligation,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Additional Charges,OCX_Custom Tangible Cost Assumptions,null,Store,null
OCX_Additional Charges,OCX_Required Intangible Cost Drivers,null,Store,null
OCX_Additional Charges,OCX_Asset Cost Assumptions,null,Store,null
OCX_Additional Charges,OCX_Capital Work in Progress,null,Store,null
OCX_Tangible Asset Cost Drivers,OCX_Tangible Asset Planning,null,Store,null
OCX_Asset Rate,OCX_Required Tangible Cost Assumptions,null,Store,null
OCX_Asset Rate,OCX_Asset Cost Assumptions,null,Store,null
OCX_Capital Assumptions,OCX_Accounts - Capital Expense,null,Store,null
OCX_Tangible Capital Global Assumptions,OCX_Capital Global Assumptions,null,Store,null
OCX_Low Value Lease Amount,OCX_Tangible Capital Global Assumptions,null,Store,null
OCX_Amortization Method,OCX_Intangible Capital Global Assumptions,null,Store,null
OCX_Priority,OCX_Descriptive Properties,null,Store,null
OCX_Priority,OCX_Custom Justification and Descriptive Properties New,null,Store,null
OCX_Capacity Assumptions,OCX_Asset Properties,null,Store,null
OCX_Estimated Yearly Use,OCX_Capacity Assumptions,null,Store,null
OCX_In Service Date,OCX_Required Assumption On Forms,null,Store,null
OCX_In Service Date,OCX_Required Date Assumptions,null,Store,null
OCX_Open Asset Requests,OCX_Asset Control Properties,null,Store,null
OCX_Asset Cost Assumptions,OCX_Asset Properties,null,Store,null
OCX_Asset Units,OCX_Required Assumption On Forms,null,Store,null
OCX_Asset Units,OCX_Asset Cost Assumptions,null,Store,null
OCX_Sale Value,OCX_Asset Cost Assumptions,null,Store,null
OCX_Sale Value,OCX_Retirement Cost Assumptions,null,Store,null
OCX_Funding Incidence,OCX_Cash Flow and Funding Assumptions,null,Store,null
OCX_Retirement Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Impairment Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Impairment Fair Value1,OCX_Impairment Value Assumptions,null,Store,null
OCX_Assets,OCX_Balance Sheet Impact,null,Store,null
"OCX_Property, Plant, and Equipment Net",OCX_Assets,null,Store,null
OCX_Tangible Expense Drivers,OCX_Tangible Asset Planning,null,Store,null
OCX_Intangible Asset Planning,OCX_Detailed Planning,null,Store,null
OCX_Leased Asset Planning,OCX_Detailed Planning,null,Store,null
OCX_Leased Asset Assumptions,OCX_Leased Asset Planning,null,Store,null
OCX_ Required Leased Assets General Assumptions,OCX_Leased Asset General Assumptions,null,Store,null
OPF_Labor Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Required Labor Assumptions,OPF_Labor Assumptions,null,Store,null
OPF_Job_WF,OPF_Revenue Drivers Read Only,null,Store,null
OPF_Job_WF,OPF_Required Labor Assumptions,null,Store,null
OPF_Assignment End Date,OPF_Basic Expense Assumptions,null,Store,null
OPF_Assignment End Date,OPF_Required Labor Assumptions,null,Store,null
OPF_Assignment End Date,OPF_Required Equipment Assumptions,null,Store,null
OPF_Equipment Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Equipment_Cpx,OPF_Required Equipment Assumptions,null,Store,null
OPF_Equipment_Cpx,OPF_Revenue Drivers Read Only,null,Store,null
OPF_Equipment Description,OPF_Required Equipment Assumptions,null,Store,null
OPF_Required Material Assumptions,OPF_Material Assumptions,null,Store,null
OPF_Labor Rate,OPF_Override Rates on Forms,null,Store,null
OPF_Labor Rate,OPF_Labor Planning Detail,null,Store,null
OPF_Labor Hours,OPF_Labor Planning Detail,null,Store,null
OPF_Labor Hours,OPF_Total Labor Hours,null,Store,null
OPF_Labor Hours,OPF_Workforce Project Integration Accounts,null,Store,null
OCX_Index Rate Basis,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Required Leased Asset Cost Assumptions,OCX_Leased Asset Cost Assumptions,null,Store,null
OCX_Asset Operating Cost per UOM,OCX_Per Unit Cost Detail,null,Store,null
OCX_New Asset KPI,OCX_KPIs,null,Store,null
OPF_Required Properties,OPF_Standard Project Properties,null,Store,null
OPF_Project Manager,OPF_Additional Properties,null,Store,null
OPF_Project Priority,OPF_Additional Properties,null,Store,null
OPF_Project Priority,OPF_Project Custom Properties,null,Store,null
OPF_Rank,OPF_Additional Properties,null,Store,null
OPF_Rank,OPF_Project Custom Properties,null,Store,null
OPF_Capital Project Asset,OPF_Capital Project Properties,null,Store,null
OPF_Revenue Project Properties,OPF_Project Properties,null,Store,null
Scenario 2,PA Scenarios,Moderate,Store,+
Scenario 3,PA Scenarios,Aggressive,Store,+
OPF_Standard Rates,OPF_Project Assumptions,null,Store,null
OPF_Labor Expense - Billable,OPF_Total Billable Expenses,null,Store,null
OPF_Labor Expense - Billable,OPF_Total Labor Expense,null,Store,null
OPF_Labor Expense - Billable,OPF_Workforce Project Integration Accounts,null,Store,null
OPF_Material Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Material Expense,OPF_Total Material Expense,null,Store,null
OPF_Material Expense,OPF_Total Non Billable Expenses,null,Store,null
OPF_Material Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Travel Expense - Billable,OPF_Total Travel,null,Store,null
OPF_Travel Expense - Billable,OPF_Project Expense Drivers,null,Store,null
OPF_Travel Expense - Billable,OPF_Financial Integration Accounts,null,Store,null
OPF_Travel Expense - Billable,OPF_Total Billable Expenses,null,Store,null
OPF_Training Overhead,OPF_Financial Integration Accounts,null,Store,null
OPF_Training Overhead,OPF_Total Overheads,null,Store,null
OPF_Common Overhead,OPF_Total Overheads,null,Store,null
OPF_Common Overhead,OPF_Financial Integration Accounts,null,Store,null
OPF_Revenue Assumptions,OPF_Project Revenue Planning,null,Store,null
OPF_Cost Plus Driver,OPF_Cost Plus Revenue Assumptions,null,Store,null
OPF_Cost Plus Driver,OPF_Revenue Drivers,null,Store,null
Overtime Cap,Workforce Accts - Custom,Overtime Cap per Month,Store,+
Overtime Cap,Hourly Staffing Details,Overtime Cap per Month,Store,+
Staffed FTE,Total FTE Supply,<none>,Store,+
A_63560,A_63100,63560-Multiple Risk Insurance,Store,+
A_63570,A_63100,63570-Cafeteria Subsidies,Store,+
A_64000,A_60000,64000-Office and Communication,Store,+
A_65130,A_65000,65130-Commercial Information Fees,Store,+
A_65220,A_65000,65220-Other Fees,Store,+
A_68120,A_68000,68120-Depreciation Building and Improvements,Store,+
A_68220,A_68000,68220-Depreciation on ROU Building,Store,+
Return on Invested Capital,Profit Performance Ratios,<none>,Store,+
Return on Equity,Profit Performance Ratios,<none>,Store,+
Return on Assets,Profit Performance Ratios,<none>,Store,+
Inventory Turnover,Activity Ratios,<none>,Store,+
Quick Ratio,Liquidity Ratios,<none>,Store,+
Working Capital,Liquidity Ratios,<none>,Store,+
Total Payment,Loan Assumptions,<none>,Store,+
Rates,Lease Accounts,<none>,Store,+
Cash Flow Members,Lease Accounts,<none>,Store,+
PV of Cash Flows,Cash Flow Members,<none>,Store,+
ProdSelect,EPMO_Accounts,Select Product,Store,+
End Period,Workforce - Mass Hiring,<none>,Store,+
Changed?,Workforce - Mass Hiring,Req Name,Store,+
Staffed Hour Gap to Be Filled by Temp,Temp Hourly Staffing,<none>,Store,+
YOY Growth,Workforce Accts - Mfg Custom,<none>,Store,+
Production Hours Available with Current Staff,Workforce Accts - Mfg Custom,<none>,Store,+
Calculated Demand FTE,Workforce Accts - Mfg Custom,Calculated Demand FTE (includes OT),Store,+
Labor Hours,IT Spends Expense Drivers,<none>,Store,+
Labor Rate,IT Spends Expense Drivers,<none>,Store,+
OFS_Hotel Per Night,OFS_Predefined Travel and Entertainment Drivers,null,Store,null
OFS_Hotel Per Night,OFS_Travel and Entertainment Expense Drivers,null,Store,null
OFS_Number of Campaigns,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Number of Campaigns,OFS_Marketing Expense Drivers,null,Store,null
OFS_Cost Per Campaign,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Cost Per Campaign,OFS_Marketing Expense Drivers,null,Store,null
OFS_Compensation Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Bonus,OFS_Compensation Accounts,null,Store,null
OFS_Bonus,OFS_Total Salary,null,Store,null
No Account,Account,null,Store,null
Month Count,System Members,null,Store,null
NumPeriods,System Members,null,Store,null
YR-Index,System Members,null,Store,null
Spread_Actual_Actual,System Members,null,Store,null
OFS_Financials Accounts,Account,null,Store,null
OFS_Product Revenue Drivers,OFS_Predefined Revenue Drivers,null,Store,null
OFS_Direct Labor per Unit,OFS_Predefined Cost of Sales Drivers,null,Store,null
OFS_Direct Labor per Unit,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Freight %,OFS_Predefined Cost of Sales Drivers,null,Store,null
OFS_Freight %,OFS_Revenue Drivers on Forms,null,Store,null
Service Charge Rate,IT Chargeback Drivers,<none>,Store,+
Applications Supported Service Rate,IT Chargeback Drivers,<none>,Store,+
OFS_Services Revenue,OFS_Total Revenue,null,Store,null
OFS_Services Revenue,OFS_Project Integration,null,Store,null
OFS_Services Revenue,OFS_Revenue Accounts,null,Store,null
OFS_Cost of Sales Accounts,OFS_Predefined Revenue Accounts,null,Store,null
I/C Cost of Sales,OFS_Total Cost Of Sales,<none>,Store,+
IT Chargebacks,OFS_Revenue Planning,<none>,Store,+
User Services,IT Chargebacks,<none>,Store,+
Storage,IT Chargebacks,<none>,Store,+
OFS_Predefined Expense Drivers,OFS_Expense Drivers,null,Store,null
OFS_Predefined Facilities Drivers,OFS_Predefined Expense Drivers,null,Store,null
OFS_Airfare,OFS_Total Travel and Entertainment Expense,null,Store,null
OFS_Airfare,OFS_Travel and Entertainment Expense Accounts,null,Store,null
OFS_Temporary Help,OFS_Outside Services Accounts,null,Store,null
OFS_Temporary Help,OFS_Total Outside Services,null,Store,null
OFS_Amortization,OFS_Depreciation and Amortization,null,Store,null
OFS_Amortization,OFS_Capex FinStmt Integration,null,Store,null
OFS_Amortization,OFS_Depreciation and Amortization Accounts,null,Store,null
OFS_Impairment of Assets,OFS_Capex FinStmt Integration,null,Store,null
OFS_Impairment of Assets,OFS_Other Income and Expense Accounts,null,Store,null
OFS_Impairment of Assets,OFS_Other (Income)/Expense,null,Store,null
OFS_Tax Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Total Compensation,OFS_Total Other Expenses,null,Store,null
OFS_Total Compensation,OFS_Workforce FinStmt Integration,null,Store,null
OFS_Balance Sheet Driver Related Accounts,OFS_Balance Sheet Accounts on Forms,null,Store,null
OFS_Land,OFS_Fixed Assets,null,Store,null
OFS_Land,OFS_Fixed Asset Accounts,null,Store,null
OFS_Land,OFS_Capex FinStmt Integration,null,Store,null
OFS_Computer Hardware and Equipment,OFS_Fixed Asset Accounts,null,Store,null
OFS_Computer Hardware and Equipment,OFS_Capex FinStmt Integration,null,Store,null
OFS_Computer Hardware and Equipment,OFS_Fixed Assets,null,Store,null
OFS_Total Other Current Liabilities,OFS_Liabilities,null,Store,null
OFS_Total Other Current Liabilities,OFS_Total Current Liabilities,null,Store,null
OFS_Income Taxes Payable,OFS_Total Other Current Liabilities,null,Store,null
OFS_Income Taxes Payable,OFS_Liability Accounts,null,Store,null
OFS_Other Current Liabilities,OFS_Total Other Current Liabilities,null,Store,null
OFS_Other Current Liabilities,OFS_Liability Accounts,null,Store,null
OFS_Total Non Current Liabilities,OFS_Total Liabilities,null,Store,null
OFS_Total Non Current Liabilities,OFS_Liabilities,null,Store,null
OFS_Total Cash and Investments,OFS_Total Current Assets,null,Store,null
Total IT Expenses,OFS_Total Outside Services,<none>,Store,+
Subscriptions,Total IT Expenses,<none>,Store,+
Contract Number,Detail Planning,<none>,Store,+
Contract Description,Detail Planning,<none>,Store,+
Vendor,Detail Planning,<none>,Store,+
CPI,External Indicators,Consumer Price Index,Store,+
OFS_Accrued Comp % of Total Comp,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Accrued Comp % of Total Comp,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_Asset Accounts,OFS_Predefined Balance Sheet Accounts,null,Store,null
OFS_Equity Accounts,OFS_Predefined Balance Sheet Accounts,null,Store,null
OFS_Total Equity,OFS_Total Liabilities and Equity,null,Store,null
OFS_Total Retained Earnings,OFS_Total Equity,null,Store,null
OWP_Compensation Assumptions,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Market Adjustment,OWP_Compensation Assumptions,null,Store,null
OWP_Hours Per Day,OWP_Compensation Assumptions,null,Store,null
OWP_Hours Per Day,Net Productive Time,null,Store,null
OWP_Merit Adjustment %,OWP_Compensation Assumptions,null,Store,null
Car Allowance,OWP_Options,<none>,Store,+
Option 2,OWP_Options,<none>,Store,+
Exceeds Expectations,OWP_Merit Rates,<none>,Store,+
OFS_Other Non Operating Income/Expense,OFS_Other Income and Expense Accounts,null,Store,null
OFS_Other Non Operating Income/Expense,OFS_Other (Income)/Expense,null,Store,null
OFS_Miscellaneous Expenses,OFS_Predefined Expense Accounts,null,Store,null
OFS_Miscellaneous Expenses,OFS_Total Other Expenses,null,Store,null
OFS_Miscellaneous Expenses,OFS_Project Integration,null,Store,null
OFS_Miscellaneous Expenses,OFS_Capex FinStmt Integration,null,Store,null
OFS_Accounts Receivable,OFS_Total Receivables,null,Store,null
OFS_Accounts Receivable,OFS_Calculated Assets,null,Store,null
OFS_Accounts Receivable,OFS_Asset Accounts,null,Store,null
OFS_Prepaid Expenses,OFS_Calculated Assets,null,Store,null
OFS_Prepaid Expenses,OFS_Total Current Assets,null,Store,null
OFS_Prepaid Expenses,OFS_Asset Accounts,null,Store,null
OFS_Calculated Liabilities,OFS_Balance Sheet Driver Related Accounts,null,Store,null
OFS_Accrued Compensation,OFS_Calculated Liabilities,null,Store,null
OFS_Accrued Compensation,OFS_Total Accrued Liabilities,null,Store,null
OFS_Accrued Compensation,OFS_Liability Accounts,null,Store,null
OFS_Prior Year Retained Earnings,OFS_Equity Accounts,null,Store,null
OFS_Prior Year Retained Earnings,OFS_Rolling Accounts Calculated,null,Store,null
OFS_Prior Year Retained Earnings,OFS_Total Retained Earnings,null,Store,null
OFS_Cash in Bank,OFS_Assets,null,Store,null
OFS_Cash in Bank,OFS_Asset Accounts,null,Store,null
OFS_Cash in Bank,OFS_Cash,null,Store,null
OFS_Other Long Term Assets,OFS_Non Current Assets,null,Store,null
OFS_Other Long Term Assets,OFS_Asset Accounts,null,Store,null
OFS_Machinery and Equipment,OFS_Fixed Asset Accounts,null,Store,null
OFS_Machinery and Equipment,OFS_Capex FinStmt Integration,null,Store,null
OFS_Machinery and Equipment,OFS_Fixed Assets,null,Store,null
OFS_Construction in Progress,OFS_Capex FinStmt Integration,null,Store,null
OFS_Construction in Progress,OFS_Fixed Assets,null,Store,null
OFS_Construction in Progress,OFS_Fixed Asset Accounts,null,Store,null
OFS_Current Portion of Capitalized Leases,OFS_Short Term Borrowings,null,Store,null
OFS_Current Portion of Capitalized Leases,OFS_Liability Accounts,null,Store,null
OFS_Current Portion of Capitalized Leases,OFS_Capex FinStmt Integration,null,Store,null
OFS_Equity,OFS_Balance Sheet Other,null,Store,null
OFS_Common Stock,OFS_Total Preferred and Common Stock,null,Store,null
OFS_Common Stock,OFS_Equity Accounts,null,Store,null
OFS_Preferred Stock,OFS_Total Preferred and Common Stock,null,Store,null
OFS_Preferred Stock,OFS_Equity Accounts,null,Store,null
OFS_Total Benefits and Taxes,OFS_Total Compensation,null,Store,null
Hardware Expenses,Total IT Spends,<none>,Store,+
OFS_Other (Income)/Expense,OFS_Total Expenses,null,Store,null
Detail Planning,OFS_Expense Planning,<none>,Store,+
Contract Manager,Detail Planning,<none>,Store,+
GDP,External Indicators,Computer and Electronics Products GDP,Store,+
Unemployment Rate,External Indicators,<none>,Store,+
Crude Oil Price,External Indicators,<none>,Store,+
OFS_Income Statement,OFS_Financials Accounts,null,Store,null
OFS_Other Operating Expense to Revenue,OFS_Income Statement KPIs,null,Store,null
OFS_Prepaid Expense % of OpEx,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Prepaid Expense % of OpEx,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_DPO,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_DPO,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Total Non Current Assets,OFS_Total Assets,null,Store,null
OFS_Total Liabilities,OFS_Total Liabilities and Equity,null,Store,null
OFS_Total Current Liabilities,OFS_Total Liabilities,null,Store,null
OWP_Annual Increase,OWP_Compensation Assumptions,null,Store,null
OWP_Adjusted Annual Salary,OWP_Compensation Assumptions,null,Store,null
OWP_Reconciled HeadCount,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Working Hours per Month,OWP_Workforce Planning Assumptions,null,Store,null
OWP_IsEmpty,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Tier1,OWP_Tiers,null,Store,null
OWP_No Option,OWP_Options,null,Store,null
Far Exceeds Expectations,OWP_Merit Rates,<none>,Store,+
OWP_Strategic Headcount Planning,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Start Month,OWP_Workforce Planning Accounts for VC,null,Store,null
OWP_Start Month,OWP_Employee Properties,null,Store,null
OFS_Return on Equity,OFS_Balance Sheet KPIs,null,Store,null
OFS_Other Operating Adjustment,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Other Current Assets,OFS_Changes in Operating Assets and Liabilities,null,Store,null
OFS_Change in Other Current Assets,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Accounts Payable,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Accounts Payable,OFS_Changes in Operating Assets and Liabilities,null,Store,null
OFS_Other Cash from Investing Activities,OFS_Net Cash From Investing Activities,null,Store,null
OFS_Other Cash from Investing Activities,OFS_Capex FinStmt Integration,null,Store,null
OFS_Other Cash from Investing Activities,OFS_Common Method Accounts,null,Store,null
OFS_Cash Flow KPIs,OFS_Cash Planning,null,Store,null
Staples,Revenue,<none>,Store,+
OWP_Workforce Planning Assumptions,OWP_Workforce Planning - Accounts,null,Store,null
OWP_Earning9,OWP_Total Earnings,null,Store,null
OWP_Benefit1,OWP_Total Benefits,null,Store,null
OWP_Tax1,OWP_Total Taxes,null,Store,null
OWP_Tax6,OWP_Total Taxes,null,Store,null
OWP_Tax9,OWP_Total Taxes,null,Store,null
OWP_Training Expense,OWP_Non Compensation Expenses,null,Store,null
OWP_YTD Accounts,OWP_Workforce Planning - Accounts,null,Store,null
OWP_CYTD Gross Earnings,OWP_YTD Accounts,null,Store,null
OWP_Workforce Project Integration Accounts,OWP_Workforce Planning - Accounts,null,Store,null
OWP_Labor Standard Hourly Cost,OWP_Labor Standard Rate Assumptions,null,Store,null
OWP_On Site Standard Billing Rate,OWP_Labor Standard Rate Assumptions,null,Store,null
OWP_Cost Charged,OWP_Workforce Project Integration Accounts,null,Store,null
"OCX_Property, Plant, and Equipment Gross",OCX_Finstatement Accounts for Assets,null,Store,null
"OCX_Property, Plant, and Equipment Gross",OCX_Total Fixed Assets Gross,null,Store,null
"OCX_Property, Plant, and Equipment Gross",OCX_Finstatement Accounts for Lease Assets,null,Store,null
"OCX_Property, Plant, and Equipment Gross","OCX_Property, Plant, and Equipment Net",null,Store,null
OCX_Impairment of Assets,OCX_Finstatement Accounts for Intangible Assets,null,Store,null
OCX_Impairment of Assets,OCX_Expenses - Capital,null,Store,null
OCX_Equipment Units,OCX_Capital Project Integration,null,Store,null
OCX_Acquisition Costs,OCX_Capital Work in Progress,null,Store,null
OCX_Acquisition Costs,OCX_Asset Cost Assumptions,null,Store,null
OCX_Acquisition Costs,OCX_Required Intangible Cost Drivers,null,Store,null
OCX_General Asset Properties,OCX_Asset Properties,null,Store,null
OCX_Descriptive Properties,OCX_Asset Properties,null,Store,null
OCX_Asset Usage,OCX_Asset Properties,null,Store,null
OCX_Per Unit Cost,OCX_Asset Properties,null,Store,null
OCX_Asset Date Assumptions,OCX_Asset Properties,null,Store,null
OCX_Required Date Assumptions,OCX_Asset Date Assumptions,null,Store,null
OCX_Purchase Date,OCX_Required Date Assumptions,null,Store,null
OCX_Purchase Date,OCX_Required Assumption On Forms,null,Store,null
OCX_Asset Inventory,OCX_Asset Control Properties,null,Store,null
OCX_Cash Flow and Funding Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Retirement Cost Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Impairment Value Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Net Loss/(Gain) on Sale of Assets,OCX_Expenses - Capital,null,Store,null
OCX_Capital Assumptions On Forms,OCX_Accounts - Capital Expense,null,Store,null
OCX_Intangible Cost Drivers,OCX_Intangible Asset Planning,null,Store,null
OCX_Required Intangible Cost Drivers,OCX_Intangible Cost Drivers,null,Store,null
OCX_Payment Frequency,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Ownership After Lease Term,OCX_ Required Leased Assets General Assumptions,null,Store,null
OPF_Phases Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Phase,OPF_Phases Assumptions,null,Store,null
OPF_FTE,OPF_Workforce Project Integration Accounts,null,Store,null
OPF_FTE,OPF_Expense KPIs,null,Store,null
OPF_FTE,OPF_Required Labor Assumptions,null,Store,null
OPF_FTE,OPF_Overhead Drivers,null,Store,null
OPF_FTE,OPF_Override Rates on Forms,null,Store,null
OPF_T&M Labor Assumptions,OPF_Labor Assumptions,null,Store,null
OPF_Material Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Required Other Expense Assumptions,OPF_Other Expense Assumptions,null,Store,null
OPF_Labor Planning Detail,OPF_Expense Details,null,Store,null
A_17000,A_10000,17000-Long Term Receivables,Store,+
A_20000,Liabilities and Owner's Equity,20000-Liabilities,Store,+
A_21200,A_21000,21200-Short Term Debt,Store,+
A_23200,A_23000,23200-FICA Withheld,Store,+
A_23400,A_23000,23400-Other Tax Withholdings,Store,+
A_52180,A_50100,52180-Cost Variance,Store,+
A_54100,A_50100,54100-Amortization of deferred policy acquistion,Store,+
A_59000,A_50000,59000-PPM Expenses,Store,+
A_59210,A_59000,59210-Project Usage Cost,Store,+
A_59910,A_59000,59910-Project Cost Clearing,Store,+
A_59950,A_59000,59950-Project Conversion Rate Variance Cost,Store,+
A_95021,Pretax Income,95021-Expenses,Store,+
A_60511,A_60500,60511-Rail & Other Travel,Store,+
A_60512,A_60500,60512-Airfare,Store,+
A_62020,A_62000,62020-Technical Documentation,Store,+
A_63520,A_63100,63520-Infrastructure Material,Store,+
A_63530,A_63100,63530-Electricity / Water,Store,+
A_63540,A_63100,63540-Parking Maintenance,Store,+
Actions,WFP Mass Actions,<none>,Store,+
New Entity,WFP Mass Actions,<none>,Store,+
Jul1,WFP Periods,Jul-22,Store,+
Sep1,WFP Periods,Sep-22,Store,+
Dec1,WFP Periods,Dec-22,Store,+
Nov2,WFP Periods,Nov-23,Store,+
Average Service Length,Workforce Demand Drivers,<none>,Store,+
FTE Demand,Labor Demand,<none>,Store,+
Departures/Terminations,Hourly Staffing Details,<none>,Store,+
A_63596,A_63100,63596-Other Tax,Store,+
A_64400,A_64000,64400-Partner Fees,Store,+
A_65210,A_65000,65210-Legal Fees,Store,+
A_65600,A_65000,65600-Contractor Expenses,Store,+
A_77300,A_77001,77300-Bad Debt Write-off,Store,+
A_77700,A_77001,77700-Discounts earned,Store,+
A_77800,A_77001,77800-Discounts unearned,Store,+
A_78810,A_77001,78810-Exceptional Profits Current FY,Store,+
A_78820,A_77001,78820-Exceptional Profits Previous FY,Store,+
A_79200,A_79001,79200-Federal Income Tax,Store,+
Activity Ratios,Ratios,<none>,Store,+
Fixed Asset Turnover,Activity Ratios,<none>,Store,+
Custom Ratios,Ratios,<none>,Store,+
Principal Payment,Loan Assumptions,<none>,Store,+
Disc Value,Rates,<none>,Store,+
FTE Staffed Hours,Hourly Staffing Details,<none>,Store,+
Overtime Required,Hourly Staffing Details,<none>,Store,+
Total Regular Hours with Current Staff,Workforce Accts - Mfg Custom,<none>,Store,+
Supply vs Demand FTE,Workforce Accts - Mfg Custom,<none>,Store,+
OFS_Avg Airfare per Trip,OFS_Predefined Travel and Entertainment Drivers,null,Store,null
OFS_Avg Airfare per Trip,OFS_Travel and Entertainment Expense Drivers,null,Store,null
OFS_Predefined Expense Accounts,OFS_Expense Planning,null,Store,null
OFS_Pension Plan,OFS_Total Benefits and Taxes,null,Store,null
OFS_Pension Plan,OFS_Compensation Accounts,null,Store,null
IsEmpty,System Members,null,Store,null
Spread_Balance,System Members,null,Store,null
Spread_544,System Members,null,Store,null
OFS_Avg Selling Price,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Avg Selling Price,OFS_Product Revenue Drivers,null,Store,null
OFS_Overhead %,OFS_Revenue Drivers on Forms,null,Store,null
OFS_Overhead %,OFS_Predefined Cost of Sales Drivers,null,Store,null
Service Charge Unit,IT Chargeback Drivers,<none>,Store,+
Processing Power Mbps,IT Chargeback Drivers,<none>,Store,+
OFS_Revenue Accounts,OFS_Predefined Revenue Accounts,null,Store,null
OFS_Labor Expense,OFS_Cost of Sales Accounts,null,Store,null
OFS_Labor Expense,OFS_Total Cost Of Sales,null,Store,null
OFS_Labor Expense,OFS_Project Integration,null,Store,null
Processing Power,IT Chargebacks,<none>,Store,+
IT Spends Expense Drivers,OFS_Expense Drivers for Forms,<none>,Store,+
OFS_Other Benefits,OFS_Project Integration,null,Store,null
OFS_Other Benefits,OFS_Compensation Accounts,null,Store,null
OFS_Other Benefits,OFS_Total Benefits and Taxes,null,Store,null
OFS_Travel and Entertainment Expense Accounts,OFS_Predefined Expense Accounts,null,Store,null
OFS_Other Selling Expense,OFS_Project Integration,null,Store,null
OFS_Other Selling Expense,OFS_Selling Expense Accounts,null,Store,null
OFS_Other Selling Expense,OFS_Total Selling Expense,null,Store,null
OFS_Insurance,OFS_Total Facilities Expenses,null,Store,null
OFS_Insurance,OFS_Facilities Expenses Accounts,null,Store,null
OFS_Insurance,OFS_Capex FinStmt Integration,null,Store,null
OFS_Outside Legal Fees,OFS_Professional Fees Accounts,null,Store,null
OFS_Outside Legal Fees,OFS_Total Professional Fees,null,Store,null
OFS_Depreciation,OFS_Depreciation and Amortization Accounts,null,Store,null
OFS_Depreciation,OFS_Capex FinStmt Integration,null,Store,null
OFS_Depreciation,OFS_Depreciation and Amortization,null,Store,null
OFS_Balance Sheet Accounts on Forms,OFS_Balance Sheet Planning,null,Store,null
OFS_Accumulated Amortization,OFS_Rolling Accounts Calculated,null,Store,null
OFS_Accumulated Amortization,OFS_Capex FinStmt Integration,null,Store,null
OFS_Accumulated Amortization,OFS_Fixed Asset Accounts,null,Store,null
OFS_Accumulated Amortization,OFS_Accumulated Depreciation and Amortization,null,Store,null
OFS_Current Year Retained Earnings,OFS_Equity Accounts,null,Store,null
OFS_Current Year Retained Earnings,OFS_Rolling Accounts Calculated,null,Store,null
OFS_Current Year Retained Earnings,OFS_Total Retained Earnings,null,Store,null
OFS_Balance Sheet Other,OFS_Balance Sheet Accounts on Forms,null,Store,null
OFS_Assets,OFS_Balance Sheet Other,null,Store,null
"OFS_Intangible Assets Finite, Gross",OFS_Asset Accounts,null,Store,null
"OFS_Intangible Assets Finite, Gross",OFS_Fixed Assets,null,Store,null
"OFS_Intangible Assets Finite, Gross",OFS_Capex FinStmt Integration,null,Store,null
OFS_Current Portion of Long Term Debt,OFS_Liability Accounts,null,Store,null
OFS_Current Portion of Long Term Debt,OFS_Short Term Borrowings,null,Store,null
OFS_Total Selling Expense,OFS_Total Other Expenses,null,Store,null
IT Expenses,Total IT Expenses,<none>,Store,+
